pair_id,img_a,img_b,stratum,is_pcg,pcg_seed,label,annotator,note,timestamp
374,scripts/test photo for similarity_label_tool/176.jpg,scripts/test photo for similarity_label_tool/35.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:24
375,scripts/test photo for similarity_label_tool/35.jpg,__PCG_GENERATED__,pcg_generated,1,45441126,2,anonymous,,2026-03-19T12:46:26
376,scripts/test photo for similarity_label_tool/137.jpg,scripts/test photo for similarity_label_tool/20.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:26
377,scripts/test photo for similarity_label_tool/182.jpg,scripts/test photo for similarity_label_tool/65.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:26
378,scripts/test photo for similarity_label_tool/155.jpg,__PCG_GENERATED__,pcg_generated,1,45468654,3,anonymous,,2026-03-19T12:46:28
379,scripts/test photo for similarity_label_tool/83.jpg,scripts/test photo for similarity_label_tool/95.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:28
380,scripts/test photo for similarity_label_tool/47.jpg,scripts/test photo for similarity_label_tool/65.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:29
381,scripts/test photo for similarity_label_tool/74.jpg,__PCG_GENERATED__,pcg_generated,1,45496182,2,anonymous,,2026-03-19T12:46:32
382,scripts/test photo for similarity_label_tool/128.jpg,scripts/test photo for similarity_label_tool/34.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:32
383,scripts/test photo for similarity_label_tool/113.jpg,scripts/test photo for similarity_label_tool/149.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:33
384,scripts/test photo for similarity_label_tool/56.jpg,__PCG_GENERATED__,pcg_generated,1,45523710,1,anonymous,,2026-03-19T12:46:35
385,scripts/test photo for similarity_label_tool/20.jpg,scripts/test photo for similarity_label_tool/34.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:35
386,scripts/test photo for similarity_label_tool/31.jpg,scripts/test photo for similarity_label_tool/32.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:36
387,scripts/test photo for similarity_label_tool/56.jpg,__PCG_GENERATED__,pcg_generated,1,45551238,0,anonymous,,2026-03-19T12:46:37
388,scripts/test photo for similarity_label_tool/113.jpg,scripts/test photo for similarity_label_tool/158.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:38
389,scripts/test photo for similarity_label_tool/71.jpg,scripts/test photo for similarity_label_tool/92.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:38
390,scripts/test photo for similarity_label_tool/11.jpg,__PCG_GENERATED__,pcg_generated,1,45578766,2,anonymous,,2026-03-19T12:46:40
391,scripts/test photo for similarity_label_tool/140.jpg,scripts/test photo for similarity_label_tool/50.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:41
392,scripts/test photo for similarity_label_tool/152.jpg,scripts/test photo for similarity_label_tool/35.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:41
393,scripts/test photo for similarity_label_tool/14.jpg,__PCG_GENERATED__,pcg_generated,1,45606294,2,anonymous,,2026-03-19T12:46:43
394,scripts/test photo for similarity_label_tool/14.jpg,scripts/test photo for similarity_label_tool/68.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:44
395,scripts/test photo for similarity_label_tool/104.jpg,scripts/test photo for similarity_label_tool/107.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:44
396,scripts/test photo for similarity_label_tool/71.jpg,__PCG_GENERATED__,pcg_generated,1,45633822,3,anonymous,,2026-03-19T12:46:46
397,scripts/test photo for similarity_label_tool/140.jpg,scripts/test photo for similarity_label_tool/98.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:46
398,scripts/test photo for similarity_label_tool/182.jpg,scripts/test photo for similarity_label_tool/31.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:47
399,scripts/test photo for similarity_label_tool/107.jpg,__PCG_GENERATED__,pcg_generated,1,45661350,1,anonymous,,2026-03-19T12:46:49
400,scripts/test photo for similarity_label_tool/56.jpg,scripts/test photo for similarity_label_tool/77.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:49
401,scripts/test photo for similarity_label_tool/110.jpg,scripts/test photo for similarity_label_tool/179.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:50
402,scripts/test photo for similarity_label_tool/68.jpg,__PCG_GENERATED__,pcg_generated,1,45688878,3,anonymous,,2026-03-19T12:46:51
403,scripts/test photo for similarity_label_tool/28.jpg,scripts/test photo for similarity_label_tool/32.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:51
404,scripts/test photo for similarity_label_tool/134.jpg,scripts/test photo for similarity_label_tool/41.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:52
405,scripts/test photo for similarity_label_tool/155.jpg,__PCG_GENERATED__,pcg_generated,1,45716406,1,anonymous,,2026-03-19T12:46:53
406,scripts/test photo for similarity_label_tool/167.jpg,scripts/test photo for similarity_label_tool/38.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:54
407,scripts/test photo for similarity_label_tool/17.jpg,scripts/test photo for similarity_label_tool/185.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:54
408,scripts/test photo for similarity_label_tool/17.jpg,__PCG_GENERATED__,pcg_generated,1,45743934,1,anonymous,,2026-03-19T12:46:55
409,scripts/test photo for similarity_label_tool/125.jpg,scripts/test photo for similarity_label_tool/140.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:56
410,scripts/test photo for similarity_label_tool/33.jpg,scripts/test photo for similarity_label_tool/38.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:56
411,scripts/test photo for similarity_label_tool/146.jpg,__PCG_GENERATED__,pcg_generated,1,45771462,0,anonymous,,2026-03-19T12:46:57
412,scripts/test photo for similarity_label_tool/101.jpg,scripts/test photo for similarity_label_tool/83.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:58
413,scripts/test photo for similarity_label_tool/50.jpg,scripts/test photo for similarity_label_tool/8.jpg,random,0,0,0,anonymous,,2026-03-19T12:46:59
414,scripts/test photo for similarity_label_tool/110.jpg,__PCG_GENERATED__,pcg_generated,1,45798990,1,anonymous,,2026-03-19T12:47:02
415,scripts/test photo for similarity_label_tool/56.jpg,scripts/test photo for similarity_label_tool/80.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:03
416,scripts/test photo for similarity_label_tool/116.jpg,scripts/test photo for similarity_label_tool/56.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:03
417,scripts/test photo for similarity_label_tool/137.jpg,__PCG_GENERATED__,pcg_generated,1,45826518,2,anonymous,,2026-03-19T12:47:04
418,scripts/test photo for similarity_label_tool/14.jpg,scripts/test photo for similarity_label_tool/173.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:05
419,scripts/test photo for similarity_label_tool/38.jpg,scripts/test photo for similarity_label_tool/95.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:05
420,scripts/test photo for similarity_label_tool/86.jpg,__PCG_GENERATED__,pcg_generated,1,45854046,2,anonymous,,2026-03-19T12:47:06
421,scripts/test photo for similarity_label_tool/179.jpg,scripts/test photo for similarity_label_tool/23.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:07
422,scripts/test photo for similarity_label_tool/11.jpg,scripts/test photo for similarity_label_tool/27.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:07
423,scripts/test photo for similarity_label_tool/92.jpg,__PCG_GENERATED__,pcg_generated,1,45881574,3,anonymous,,2026-03-19T12:47:10
424,scripts/test photo for similarity_label_tool/140.jpg,scripts/test photo for similarity_label_tool/86.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:11
425,scripts/test photo for similarity_label_tool/119.jpg,scripts/test photo for similarity_label_tool/77.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:11
426,scripts/test photo for similarity_label_tool/28.jpg,__PCG_GENERATED__,pcg_generated,1,45909102,3,anonymous,,2026-03-19T12:47:14
427,scripts/test photo for similarity_label_tool/122.jpg,scripts/test photo for similarity_label_tool/179.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:15
428,scripts/test photo for similarity_label_tool/179.jpg,scripts/test photo for similarity_label_tool/68.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:15
429,scripts/test photo for similarity_label_tool/80.jpg,__PCG_GENERATED__,pcg_generated,1,45936630,1,anonymous,,2026-03-19T12:47:19
430,scripts/test photo for similarity_label_tool/23.jpg,scripts/test photo for similarity_label_tool/34.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:19
431,scripts/test photo for similarity_label_tool/27.jpg,scripts/test photo for similarity_label_tool/30.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:19
432,scripts/test photo for similarity_label_tool/41.jpg,__PCG_GENERATED__,pcg_generated,1,45964158,1,anonymous,,2026-03-19T12:47:20
433,scripts/test photo for similarity_label_tool/155.jpg,scripts/test photo for similarity_label_tool/92.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:21
434,scripts/test photo for similarity_label_tool/50.jpg,scripts/test photo for similarity_label_tool/83.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:21
435,scripts/test photo for similarity_label_tool/155.jpg,__PCG_GENERATED__,pcg_generated,1,45991686,2,anonymous,,2026-03-19T12:47:22
436,scripts/test photo for similarity_label_tool/176.jpg,scripts/test photo for similarity_label_tool/31.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:23
437,scripts/test photo for similarity_label_tool/44.jpg,scripts/test photo for similarity_label_tool/71.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:23
438,scripts/test photo for similarity_label_tool/137.jpg,__PCG_GENERATED__,pcg_generated,1,46019214,1,anonymous,,2026-03-19T12:47:24
439,scripts/test photo for similarity_label_tool/20.jpg,scripts/test photo for similarity_label_tool/83.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:24
440,scripts/test photo for similarity_label_tool/27.jpg,scripts/test photo for similarity_label_tool/86.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:25
441,scripts/test photo for similarity_label_tool/33.jpg,__PCG_GENERATED__,pcg_generated,1,46046742,1,anonymous,,2026-03-19T12:47:28
442,scripts/test photo for similarity_label_tool/128.jpg,scripts/test photo for similarity_label_tool/47.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:28
443,scripts/test photo for similarity_label_tool/182.jpg,scripts/test photo for similarity_label_tool/8.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:28
444,scripts/test photo for similarity_label_tool/185.jpg,__PCG_GENERATED__,pcg_generated,1,46074270,2,anonymous,,2026-03-19T12:47:29
445,scripts/test photo for similarity_label_tool/143.jpg,scripts/test photo for similarity_label_tool/176.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:30
446,scripts/test photo for similarity_label_tool/23.jpg,scripts/test photo for similarity_label_tool/56.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:30
447,scripts/test photo for similarity_label_tool/17.jpg,__PCG_GENERATED__,pcg_generated,1,46101798,2,anonymous,,2026-03-19T12:47:31
448,scripts/test photo for similarity_label_tool/185.jpg,scripts/test photo for similarity_label_tool/32.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:32
449,scripts/test photo for similarity_label_tool/140.jpg,scripts/test photo for similarity_label_tool/146.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:32
450,scripts/test photo for similarity_label_tool/80.jpg,__PCG_GENERATED__,pcg_generated,1,46129326,1,anonymous,,2026-03-19T12:47:34
451,scripts/test photo for similarity_label_tool/110.jpg,scripts/test photo for similarity_label_tool/176.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:35
452,scripts/test photo for similarity_label_tool/149.jpg,scripts/test photo for similarity_label_tool/41.jpg,random,0,0,2,anonymous,,2026-03-19T12:47:36
453,scripts/test photo for similarity_label_tool/86.jpg,__PCG_GENERATED__,pcg_generated,1,46156854,1,anonymous,,2026-03-19T12:47:38
454,scripts/test photo for similarity_label_tool/155.jpg,scripts/test photo for similarity_label_tool/158.jpg,random,0,0,2,anonymous,,2026-03-19T12:47:40
455,scripts/test photo for similarity_label_tool/26.jpg,scripts/test photo for similarity_label_tool/83.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:41
456,scripts/test photo for similarity_label_tool/33.jpg,__PCG_GENERATED__,pcg_generated,1,46184382,2,anonymous,,2026-03-19T12:47:42
457,scripts/test photo for similarity_label_tool/113.jpg,scripts/test photo for similarity_label_tool/122.jpg,random,0,0,2,anonymous,,2026-03-19T12:47:44
458,scripts/test photo for similarity_label_tool/125.jpg,scripts/test photo for similarity_label_tool/14.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:45
459,scripts/test photo for similarity_label_tool/179.jpg,__PCG_GENERATED__,pcg_generated,1,46211910,2,anonymous,,2026-03-19T12:47:46
460,scripts/test photo for similarity_label_tool/125.jpg,scripts/test photo for similarity_label_tool/41.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:47
461,scripts/test photo for similarity_label_tool/110.jpg,scripts/test photo for similarity_label_tool/137.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:49
462,scripts/test photo for similarity_label_tool/125.jpg,__PCG_GENERATED__,pcg_generated,1,46239438,2,anonymous,,2026-03-19T12:47:50
463,scripts/test photo for similarity_label_tool/158.jpg,scripts/test photo for similarity_label_tool/170.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:51
464,scripts/test photo for similarity_label_tool/179.jpg,scripts/test photo for similarity_label_tool/26.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:51
465,scripts/test photo for similarity_label_tool/143.jpg,__PCG_GENERATED__,pcg_generated,1,46266966,1,anonymous,,2026-03-19T12:47:52
466,scripts/test photo for similarity_label_tool/11.jpg,scripts/test photo for similarity_label_tool/170.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:53
467,scripts/test photo for similarity_label_tool/137.jpg,scripts/test photo for similarity_label_tool/74.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:54
468,scripts/test photo for similarity_label_tool/122.jpg,__PCG_GENERATED__,pcg_generated,1,46294494,2,anonymous,,2026-03-19T12:47:56
469,scripts/test photo for similarity_label_tool/167.jpg,scripts/test photo for similarity_label_tool/170.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:57
470,scripts/test photo for similarity_label_tool/56.jpg,scripts/test photo for similarity_label_tool/83.jpg,random,0,0,0,anonymous,,2026-03-19T12:47:59
471,scripts/test photo for similarity_label_tool/140.jpg,__PCG_GENERATED__,pcg_generated,1,46322022,1,anonymous,,2026-03-19T12:48:00
472,scripts/test photo for similarity_label_tool/29.jpg,scripts/test photo for similarity_label_tool/92.jpg,random,0,0,0,anonymous,,2026-03-19T12:48:01
473,scripts/test photo for similarity_label_tool/104.jpg,scripts/test photo for similarity_label_tool/38.jpg,random,0,0,0,anonymous,,2026-03-19T12:48:01
474,scripts/test photo for similarity_label_tool/47.jpg,__PCG_GENERATED__,pcg_generated,1,46349550,2,anonymous,,2026-03-19T12:48:03
475,scripts/test photo for similarity_label_tool/77.jpg,scripts/test photo for similarity_label_tool/80.jpg,random,0,0,0,anonymous,,2026-03-19T12:48:03
476,scripts/test photo for similarity_label_tool/28.jpg,scripts/test photo for similarity_label_tool/50.jpg,random,0,0,0,anonymous,,2026-03-19T12:48:04
477,scripts/test photo for similarity_label_tool/27.jpg,__PCG_GENERATED__,pcg_generated,1,46377078,1,anonymous,,2026-03-19T12:48:05
478,scripts/test photo for similarity_label_tool/167.jpg,scripts/test photo for similarity_label_tool/182.jpg,random,0,0,0,anonymous,,2026-03-19T12:48:06
479,scripts/test photo for similarity_label_tool/101.jpg,scripts/test photo for similarity_label_tool/92.jpg,random,0,0,2,anonymous,,2026-03-19T12:48:08
480,scripts/test photo for similarity_label_tool/26.jpg,__PCG_GENERATED__,pcg_generated,1,46404606,2,anonymous,,2026-03-19T12:48:09
481,scripts/test photo for similarity_label_tool/152.jpg,scripts/test photo for similarity_label_tool/161.jpg,random,0,0,0,anonymous,,2026-03-19T12:48:10
482,scripts/test photo for similarity_label_tool/167.jpg,scripts/test photo for similarity_label_tool/50.jpg,random,0,0,0,anonymous,,2026-03-19T12:48:11
483,scripts/test photo for similarity_label_tool/143.jpg,__PCG_GENERATED__,pcg_generated,1,46432134,2,anonymous,,2026-03-19T12:48:13
484,scripts/test photo for similarity_label_tool/77.jpg,scripts/test photo for similarity_label_tool/83.jpg,random,0,0,0,anonymous,,2026-03-19T12:48:13
485,scripts/test photo for similarity_label_tool/74.jpg,scripts/test photo for similarity_label_tool/95.jpg,random,0,0,0,anonymous,,2026-03-19T12:48:14
486,scripts/test photo for similarity_label_tool/47.jpg,__PCG_GENERATED__,pcg_generated,1,46459662,2,anonymous,,2026-03-19T12:48:17
487,scripts/test photo for similarity_label_tool/170.jpg,scripts/test photo for similarity_label_tool/26.jpg,random,0,0,0,anonymous,,2026-03-19T12:48:17
488,scripts/test photo for similarity_label_tool/26.jpg,scripts/test photo for similarity_label_tool/47.jpg,random,0,0,0,anonymous,,2026-03-19T12:48:18
489,scripts/test photo for similarity_label_tool/29.jpg,__PCG_GENERATED__,pcg_generated,1,46487190,2,anonymous,,2026-03-19T12:48:19
490,scripts/test photo for similarity_label_tool/30.jpg,scripts/test photo for similarity_label_tool/68.jpg,random,0,0,0,anonymous,,2026-03-19T12:48:20
491,scripts/test photo for similarity_label_tool/14.jpg,scripts/test photo for similarity_label_tool/83.jpg,random,0,0,0,anonymous,,2026-03-19T12:48:21
492,scripts/test photo for similarity_label_tool/173.jpg,__PCG_GENERATED__,pcg_generated,1,46514718,2,anonymous,,2026-03-19T12:48:24
493,scripts/test photo for similarity_label_tool/14.jpg,scripts/test photo for similarity_label_tool/185.jpg,random,0,0,0,anonymous,,2026-03-19T12:48:25
494,scripts/test photo for similarity_label_tool/146.jpg,scripts/test photo for similarity_label_tool/173.jpg,random,0,0,0,anonymous,,2026-03-19T12:48:26
495,scripts/test photo for similarity_label_tool/83.jpg,__PCG_GENERATED__,pcg_generated,1,46542246,1,anonymous,,2026-03-19T12:48:28
496,scripts/test photo for similarity_label_tool/104.jpg,scripts/test photo for similarity_label_tool/185.jpg,random,0,0,0,anonymous,,2026-03-19T12:48:28
497,scripts/test photo for similarity_label_tool/158.jpg,scripts/test photo for similarity_label_tool/167.jpg,random,0,0,0,anonymous,,2026-03-19T12:48:29
498,scripts/test photo for similarity_label_tool/29.jpg,__PCG_GENERATED__,pcg_generated,1,46569774,1,anonymous,,2026-03-19T12:48:31
499,scripts/test photo for similarity_label_tool/34.jpg,scripts/test photo for similarity_label_tool/35.jpg,random,0,0,0,anonymous,,2026-03-19T12:48:31
500,scripts/test photo for similarity_label_tool/17.jpg,scripts/test photo for similarity_label_tool/68.jpg,random,0,0,0,anonymous,,2026-03-19T12:48:32
